class,road_number,road_name,route_shield,status,status_detail,area,length_km,segments,other_names_on_road
Regional,0007525,Thompson,,orange,Likely meets (ADT),urban,1.10,1,
Regional,0007526,Hargraves,,orange,Likely meets (ADT),rural,1.61,1,
Regional,0007527,Bullus,,green,Meets,urban,0.97,1,
Regional,0007602,Broadleaf Park,,red,Does not meet,rural,10.06,1,
Regional,0007603,Elliott,,red,Does not meet,rural,21.75,2,
Regional,0007604,Khancoban To Cabramurra,,red,Does not meet,rural,5.08,1,
Regional,0007605,Barham,,red,Does not meet,rural,52.53,5,
Regional,0007606,Tabbita,,red,Does not meet,rural,29.99,3,
Regional,0007607,Macs Reef,,red,Does not meet,rural,19.38,3,
Regional,0007608,Barellan,,red,Does not meet,rural,55.30,5,
Regional,0007609,Murrumbateman,,red,Does not meet,rural,24.63,2,
Regional,0007610,Yass Valley,,orange,Likely meets (ADT),urban,11.74,8,
Regional,0007621,Sapphire Coast,,red,Does not meet,rural,20.55,2,
Regional,0007622,Arthur Kain,,green,Meets,urban,6.34,1,
Regional,0007623,Wolumla - Bemboka,,red,Does not meet,rural,36.73,3,
Regional,0007624,,B72,orange,Likely meets (ADT),urban,3.92,1,
Regional,0007625,Cooma - Braidwood,,red,Does not meet,rural,109.54,8,
Regional,0007626,Jindabyne - Dalgety,,orange,Likely meets (ADT),rural,33.53,10,
Regional,0007627,Dalmeny,,orange,Likely meets (ADT),urban,7.40,2,
Regional,0007628,Hector Mcwilliam,,orange,Likely meets (ADT),rural,4.98,1,
Regional,0007629,Long Beach,,orange,Likely meets (ADT),rural,3.69,1,
Regional,0007630,Batemans Bay - Moruya,,red,Does not meet,urban,31.69,3,
Regional,0007631,Pdise Beach & Sanctuary Pt,,red,Does not meet,urban,15.68,5,Wool Rd And Tasman
Regional,0007632,Culburra,,red,Does not meet,rural,18.76,4,Greenwell Pt
Regional,0007633,Sussex Inlet,,orange,Likely meets (ADT),rural,12.57,1,
Regional,0007634,Naval College,,red,Does not meet,rural,11.27,2,
Regional,0007635,Wilson,M31,red,Does not meet,rural,30.80,7,West
Regional,0007636,Marulan,M31,red,Does not meet,rural,31.00,5,
Regional,0007637,Merimbula,,green,Meets,urban,4.07,1,
Regional,0007638,Hume Highway,M31,red,Does not meet,rural,1.73,1,
Regional,0007639,Station,B73,red,Does not meet,urban,1.28,3,
Regional,0007640,Silverdale,,orange,Likely meets (ADT),rural,37.03,6,Montpelier
Regional,0007641,Gladstone,,red,Does not meet,urban,2.91,4,Denison; Bridge
Regional,0007642,Squires,,red,Does not meet,urban,4.34,3,Pioneer
Regional,0007643,Gerroa,,red,Does not meet,rural,11.47,2,Crooked River Road From Mr571 At Gerroa To Beach
Regional,0007705,Warialda To Goondiwindi,,red,Does not meet,rural,84.52,8,
Regional,0007706,Emmaville,,red,Does not meet,rural,40.72,4,
Regional,0007707,Goonoo Goonoo,A15,green,Meets,urban,4.28,4,
Regional,0007708,Marsh,B78,green,Meets,urban,3.23,5,Erskine
Regional,0007709,Mullaley-Boggabri,B51,red,Does not meet,rural,48.61,5,Mullaley Boggabri
Regional,0007710,,B51,red,Does not meet,rural,10.96,2,
Regional,0007711,Carroll Gap-Manilla,,red,Does not meet,rural,36.33,4,Carroll Gap
Regional,0007716,Dangar,,red,Does not meet,rural,100.22,7,
Regional,0007718,Nowendoc-Dungowan,,red,Does not meet,rural,57.61,7,
Regional,0007719,Nowendoc,,red,Does not meet,rural,144.01,18,
Regional,0007732,Wharf,,red,Does not meet,rural,4.87,2,
Regional,0007733,Mungungbal,M1,orange,Likely meets (ADT),urban,9.72,11,Old Pacific Highway-Wharf
Regional,0007734,Teven - Rifle Range,B60,orange,Likely meets (ADT),rural,14.56,7,Tintinbar
Regional,0007735,Ross,,red,Does not meet,rural,7.00,2,Hinterland
Regional,0007736,,M1,red,Does not meet,rural,11.70,1,
Regional,0007737,Crescent Head,,red,Does not meet,rural,17.90,3,
Regional,0007738,Wooli,,red,Does not meet,rural,34.26,4,8 Mile
Regional,0007739,Wirrimbi,,red,Does not meet,rural,7.51,3,Old Coast
Regional,0007740,Stuarts Point,M1,red,Does not meet,rural,9.84,3,
Regional,0007741,Stadium,,green,Meets,urban,1.33,1,
Regional,0007742,Wyrallah,,red,Does not meet,rural,32.73,5,
Regional,0007743,Comboyne,,red,Does not meet,rural,25.16,2,
Regional,0007744,Dampier St - Jewry,,orange,Likely meets (ADT),urban,3.35,1,
Regional,0007745,Hogbin,A1,orange,Likely meets (ADT),urban,3.73,2,
Regional,0007746,Gordon,,orange,Likely meets (ADT),urban,1.57,2,
Regional,0007751,Woy Woy,,red,Does not meet,rural,11.47,5,Dawson
Regional,0007752,Ocean Beach,,red,Does not meet,urban,4.06,5,
Regional,0007753,Empire Bay,,red,Does not meet,urban,0.04,2,
Regional,0007755,Ocean View,,red,Does not meet,urban,2.48,1,
Regional,0007756,Tumbi,B74,orange,Likely meets (ADT),urban,6.20,4,
Regional,0007757,Racecourse,,orange,Likely meets (ADT),urban,3.52,4,Mann
Regional,0007758,Chittaway,,red,Does not meet,urban,6.75,4,
Regional,0007759,Elizabeth Bay,,red,Does not meet,urban,6.57,5,
Regional,0007760,Narara Valley,,red,Does not meet,urban,4.26,1,
Regional,0007761,Old Bar,,orange,Likely meets (ADT),rural,10.99,6,
Regional,0007764,Bingleburra,,red,Does not meet,rural,25.80,4,
Regional,0007765,Lemon Tree Passage,,orange,Likely meets (ADT),rural,14.45,8,
Regional,0007767,Broke,,red,Does not meet,rural,24.53,4,
Regional,0007768,Cameron Park,A15,red,Does not meet,rural,1.75,2,
Regional,0007769,Myall,A37,red,Does not meet,urban,3.11,6,
Regional,0007770,Mccaffrey,A37,orange,Likely meets (ADT),urban,3.89,7,
Regional,0007771,Mimmi,B89,red,Does not meet,urban,2.34,2,
Regional,0007772,Parker,,orange,Likely meets (ADT),urban,1.67,5,Darling; Elizabeth
Regional,0007774,Dunolly,,orange,Likely meets (ADT),urban,0.59,1,
Regional,0007777,Scenic,,red,Does not meet,urban,7.32,2,Memorial
Regional,0007778,Tocal,,red,Does not meet,rural,16.43,3,
Regional,0007779,Beach Suburbs,,red,Does not meet,urban,8.52,3,
Regional,0007780,Wells,,red,Does not meet,urban,4.03,1,
Regional,0007781,Evans,,red,Does not meet,urban,0.91,1,
Regional,0007782,Church,,red,Does not meet,urban,1.13,1,
Regional,0007784,Edward,,green,Meets,urban,2.81,2,Jones
Regional,0007790,Byrnes,,red,Does not meet,rural,26.78,7,
Regional,2350010,Macleay Valley,M1,red,Does not meet,rural,45.75,32,
Regional,2510061,William,,orange,Likely meets (ADT),urban,0.01,1,
Regional,2580557,Meadow Flat-Piper Flat,,red,Does not meet,rural,10.28,1,
Regional,3440255,Nr Oberon-Diamond Swamp,,red,Does not meet,rural,34.48,3,
